Year,1996.0
CANON KABUSHIKI KAISHA,468.3928523215103
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,721.6926848615657
"HITACHI, LTD.",592.2327234122982
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,386.6982846675784
KABUSHIKI KAISHA TOSHIBA,549.2577125733742
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,342.6940447526139
NEC CORPORATION,194.74313953871533
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",52.447552447552454
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
