Year,1990.0
CANON KABUSHIKI KAISHA,186.11025849539752
EASTMAN KODAK COMPANY,129.94003240246627
GENERAL ELECTRIC COMPANY,650.5183076373664
"HITACHI, LTD.",464.589236657682
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,98.36759371221281
KABUSHIKI KAISHA TOSHIBA,185.39033964941916
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,219.38169989579967
NEC CORPORATION,0.0
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",0.0
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
