Year,1998.0
CANON KABUSHIKI KAISHA,658.8814089593417
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,768.8624961823206
"HITACHI, LTD.",592.2327234122982
INTEL CORPORATION,0.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,637.596554540203
KABUSHIKI KAISHA TOSHIBA,549.2577125733742
"MICRON TECHNOLOGY, INC.",0.0
MITSUBISHI DENKI KABUSHIKI KAISHA,395.7600824884629
NEC CORPORATION,266.94530560369725
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",130.66656568461622
SONY CORPORATION,0.0
U.S. PHILIPS CORPORATION,251.43233934755443
