Year,2014.0
CANON KABUSHIKI KAISHA,1789.3990103176238
EASTMAN KODAK COMPANY,338.44553648573026
GENERAL ELECTRIC COMPANY,824.79090781543
"HITACHI, LTD.",647.1174654540108
INTEL CORPORATION,203.92515495837688
INTERNATIONAL BUSINESS MACHINES CORPORATION,2589.4535436365977
KABUSHIKI KAISHA TOSHIBA,1008.9411365819677
"MICRON TECHNOLOGY, INC.",374.7884233156093
MITSUBISHI DENKI KABUSHIKI KAISHA,462.8741764481945
NEC CORPORATION,728.2463139833803
RCA CORPORATION,289.1865023087035
"SAMSUNG ELECTRONICS CO., LTD.",921.4227568053896
SONY CORPORATION,275.8889562758029
U.S. PHILIPS CORPORATION,251.43233934755443
